"capture_time","content_languages","count"
"2019-11-15 09:00:00.000","fin","20066"
"2019-11-15 09:00:00.000","dan","18157"
"2019-11-15 09:00:00.000","ara","21095"
"2019-11-15 10:00:00.000","ara","34178"
"2019-11-15 10:00:00.000","ell","20252"
"2019-11-15 10:00:00.000","hun","49075"
"2019-11-15 10:00:00.000","fin","33411"
"2019-11-15 10:00:00.000","dan","30060"
"2019-11-15 10:00:00.000","fas","43646"
"2019-11-15 10:00:00.000","ron","35422"
"2019-11-15 11:00:00.000","ron","23500"
"2019-11-15 11:00:00.000","ara","20067"
"2019-11-15 11:00:00.000","ell","12985"
"2019-11-15 11:00:00.000","hun","28463"
"2019-11-15 11:00:00.000","fin","19771"
"2019-11-15 11:00:00.000","fas","26113"
"2019-11-15 11:00:00.000","dan","18957"
"2019-11-15 12:00:00.000","fas","39708"
"2019-11-15 12:00:00.000","ron","32752"
"2019-11-15 12:00:00.000","dan","29513"
"2019-11-15 12:00:00.000","ara","32200"
"2019-11-15 12:00:00.000","ell","19162"
"2019-11-15 12:00:00.000","fin","32160"
"2019-11-15 12:00:00.000","hun","43108"
"2019-11-15 13:00:00.000","ell","21746"
"2019-11-15 13:00:00.000","ron","35636"
"2019-11-15 13:00:00.000","fas","43014"
"2019-11-15 13:00:00.000","hun","46198"
"2019-11-15 13:00:00.000","ara","34338"
"2019-11-15 13:00:00.000","dan","30765"
"2019-11-15 13:00:00.000","fin","33187"
"2019-11-15 14:00:00.000","hun","26541"
"2019-11-15 14:00:00.000","dan","18715"
"2019-11-15 14:00:00.000","fin","19111"
"2019-11-15 14:00:00.000","fas","23074"
"2019-11-15 14:00:00.000","ell","11731"
"2019-11-15 14:00:00.000","ara","19508"
"2019-11-15 14:00:00.000","ron","21325"
"2019-11-15 15:00:00.000","ron","34259"
"2019-11-15 15:00:00.000","fas","43128"
"2019-11-15 15:00:00.000","fin","33532"
"2019-11-15 15:00:00.000","ara","32946"
"2019-11-15 15:00:00.000","hun","46379"
"2019-11-15 15:00:00.000","ell","21669"
"2019-11-15 15:00:00.000","dan","31426"
"2019-11-15 16:00:00.000","ara","25435"
"2019-11-15 16:00:00.000","dan","24821"
"2019-11-15 16:00:00.000","hun","36893"
"2019-11-15 16:00:00.000","ron","29004"
"2019-11-15 16:00:00.000","ell","17377"
"2019-11-15 16:00:00.000","fas","33866"
"2019-11-15 16:00:00.000","fin","25760"
"2019-11-15 17:00:00.000","dan","22337"
"2019-11-15 17:00:00.000","fas","30193"
"2019-11-15 17:00:00.000","fin","24323"
"2019-11-15 17:00:00.000","ara","24740"
"2019-11-15 17:00:00.000","hun","33203"
"2019-11-15 17:00:00.000","ron","25716"
"2019-11-15 17:00:00.000","ell","15008"
"2019-11-15 18:00:00.000","dan","29336"
"2019-11-15 18:00:00.000","ron","33003"
"2019-11-15 18:00:00.000","fas","41396"
"2019-11-15 18:00:00.000","ell","20154"
"2019-11-15 18:00:00.000","hun","45697"
"2019-11-15 18:00:00.000","fin","33638"
"2019-11-15 18:00:00.000","ara","33111"
"2019-11-15 19:00:00.000","fas","23913"
"2019-11-15 19:00:00.000","ell","11440"
"2019-11-15 19:00:00.000","dan","18169"
"2019-11-15 19:00:00.000","fin","18932"
"2019-11-15 19:00:00.000","hun","26026"
"2019-11-15 19:00:00.000","ron","22198"
"2019-11-15 19:00:00.000","ara","19144"
"2019-11-15 20:00:00.000","fin","35992"
"2019-11-15 20:00:00.000","hun","47832"
"2019-11-15 20:00:00.000","ell","20358"
"2019-11-15 20:00:00.000","ara","37554"
"2019-11-15 20:00:00.000","ron","37881"
"2019-11-15 20:00:00.000","dan","34121"
"2019-11-15 20:00:00.000","fas","46320"
"2019-11-15 21:00:00.000","ron","34054"
"2019-11-15 21:00:00.000","fas","39503"
"2019-11-15 21:00:00.000","ara","32440"
"2019-11-15 21:00:00.000","fin","31863"
"2019-11-15 21:00:00.000","ell","20025"
"2019-11-15 21:00:00.000","dan","30127"
"2019-11-15 21:00:00.000","hun","41968"
"2019-11-15 22:00:00.000","dan","20775"
"2019-11-15 22:00:00.000","fin","24549"
"2019-11-15 22:00:00.000","ara","23359"
"2019-11-15 22:00:00.000","hun","33322"
"2019-11-15 22:00:00.000","ell","15255"
"2019-11-15 22:00:00.000","ron","26324"
"2019-11-15 22:00:00.000","fas","30679"
"2019-11-15 23:00:00.000","ara","34034"
"2019-11-15 23:00:00.000","ell","21282"
"2019-11-15 23:00:00.000","fas","44329"
"2019-11-15 23:00:00.000","ron","36835"
"2019-11-15 23:00:00.000","dan","30355"
"2019-11-15 23:00:00.000","hun","48979"
"2019-11-15 23:00:00.000","fin","35830"
"2019-11-16 00:00:00.000","ell","11806"
"2019-11-16 00:00:00.000","hun","26775"
"2019-11-16 00:00:00.000","ara","17919"
"2019-11-16 00:00:00.000","ron","23088"
"2019-11-16 00:00:00.000","fin","19461"
"2019-11-16 00:00:00.000","dan","18784"
"2019-11-16 00:00:00.000","fas","24967"
"2019-11-16 01:00:00.000","ara","36660"
"2019-11-16 01:00:00.000","hun","51240"
"2019-11-16 01:00:00.000","fin","36389"
"2019-11-16 01:00:00.000","ell","22427"
"2019-11-16 01:00:00.000","dan","31358"
"2019-11-16 01:00:00.000","ron","35593"
"2019-11-16 01:00:00.000","fas","44078"
"2019-11-16 02:00:00.000","ara","30518"
"2019-11-16 02:00:00.000","dan","28135"
"2019-11-16 02:00:00.000","fin","30977"
"2019-11-16 02:00:00.000","fas","40101"
"2019-11-16 02:00:00.000","ron","32407"
"2019-11-16 02:00:00.000","hun","46518"
"2019-11-16 02:00:00.000","ell","19380"
"2019-11-16 03:00:00.000","dan","1122"
"2019-11-16 03:00:00.000","hun","1461"
"2019-11-16 03:00:00.000","ron","1401"
"2019-11-16 03:00:00.000","fas","1373"
"2019-11-16 03:00:00.000","fin","1222"
"2019-11-16 03:00:00.000","ara","1432"
"2019-11-16 03:00:00.000","ell","881"
"2019-11-16 20:00:00.000","fin","7135"
"2019-11-16 20:00:00.000","dan","7294"
"2019-11-16 20:00:00.000","hun","9651"
"2019-11-16 20:00:00.000","fas","7407"
"2019-11-16 20:00:00.000","ara","7314"
"2019-11-16 20:00:00.000","ron","8202"
"2019-11-16 20:00:00.000","ell","4526"
"2019-11-16 21:00:00.000","ara","37782"
"2019-11-16 21:00:00.000","dan","36159"
"2019-11-16 21:00:00.000","fas","38894"
"2019-11-16 21:00:00.000","fin","37441"
"2019-11-16 21:00:00.000","hun","50273"
"2019-11-16 21:00:00.000","ell","23808"
"2019-11-16 21:00:00.000","ron","39284"
"2019-11-16 22:00:00.000","hun","38824"
"2019-11-16 22:00:00.000","ell","17754"
"2019-11-16 22:00:00.000","fin","27820"
"2019-11-16 22:00:00.000","fas","29015"
"2019-11-16 22:00:00.000","ron","30060"
"2019-11-16 22:00:00.000","dan","27865"
"2019-11-16 22:00:00.000","ara","27418"
"2019-11-16 23:00:00.000","ell","18077"
"2019-11-16 23:00:00.000","ara","30061"
"2019-11-16 23:00:00.000","ron","29056"
"2019-11-16 23:00:00.000","dan","26987"
"2019-11-16 23:00:00.000","hun","41499"
"2019-11-16 23:00:00.000","fin","28400"
"2019-11-16 23:00:00.000","fas","28700"
"2019-11-17 00:00:00.000","ell","21754"
"2019-11-17 00:00:00.000","fin","33823"
"2019-11-17 00:00:00.000","dan","33320"
"2019-11-17 00:00:00.000","fas","33663"
"2019-11-17 00:00:00.000","ron","35646"
"2019-11-17 00:00:00.000","hun","49293"
"2019-11-17 00:00:00.000","ara","35993"
"2019-11-17 01:00:00.000","hun","28242"
"2019-11-17 01:00:00.000","ara","19998"
"2019-11-17 01:00:00.000","ron","23648"
"2019-11-17 01:00:00.000","fas","16774"
"2019-11-17 01:00:00.000","fin","21179"
"2019-11-17 01:00:00.000","dan","19420"
"2019-11-17 01:00:00.000","ell","11417"
"2019-11-17 02:00:00.000","fas","32029"
"2019-11-17 02:00:00.000","fin","32977"
"2019-11-17 02:00:00.000","ell","22670"
"2019-11-17 02:00:00.000","ara","35209"
"2019-11-17 02:00:00.000","hun","49546"
"2019-11-17 02:00:00.000","dan","29978"
"2019-11-17 02:00:00.000","ron","34215"
"2019-11-17 03:00:00.000","hun","37996"
"2019-11-17 03:00:00.000","ell","16881"
"2019-11-17 03:00:00.000","dan","24774"
"2019-11-17 03:00:00.000","fas","24039"
"2019-11-17 03:00:00.000","ara","25247"
"2019-11-17 03:00:00.000","fin","25803"
"2019-11-17 03:00:00.000","ron","29067"
"2019-11-17 04:00:00.000","ell","17371"
"2019-11-17 04:00:00.000","ara","29566"
"2019-11-17 04:00:00.000","hun","40006"
"2019-11-17 04:00:00.000","fin","28054"
"2019-11-17 04:00:00.000","fas","30296"
"2019-11-17 04:00:00.000","ron","31246"
"2019-11-17 04:00:00.000","dan","29134"
"2019-11-17 05:00:00.000","hun","45569"
"2019-11-17 05:00:00.000","dan","32085"
"2019-11-17 05:00:00.000","fin","33938"
"2019-11-17 05:00:00.000","ara","34494"
"2019-11-17 05:00:00.000","ell","21073"
"2019-11-17 05:00:00.000","ron","35195"
"2019-11-17 05:00:00.000","fas","34050"
"2019-11-17 06:00:00.000","hun","27311"
"2019-11-17 06:00:00.000","dan","19570"
"2019-11-17 06:00:00.000","fas","19402"
"2019-11-17 06:00:00.000","ara","17601"
"2019-11-17 06:00:00.000","ell","11795"
"2019-11-17 06:00:00.000","ron","21214"
"2019-11-17 06:00:00.000","fin","18908"
"2019-11-17 07:00:00.000","fas","33585"
"2019-11-17 07:00:00.000","ara","33607"
"2019-11-17 07:00:00.000","ron","34782"
"2019-11-17 07:00:00.000","fin","34176"
"2019-11-17 07:00:00.000","hun","48308"
"2019-11-17 07:00:00.000","dan","29962"
"2019-11-17 07:00:00.000","ell","22230"
"2019-11-17 08:00:00.000","ell","17446"
"2019-11-17 08:00:00.000","hun","40876"
"2019-11-17 08:00:00.000","fas","29387"
"2019-11-17 08:00:00.000","ara","28433"
"2019-11-17 08:00:00.000","ron","30319"
"2019-11-17 08:00:00.000","fin","27958"
"2019-11-17 08:00:00.000","dan","25659"
"2019-11-17 09:00:00.000","ron","29658"
"2019-11-17 09:00:00.000","ara","27342"
"2019-11-17 09:00:00.000","hun","36292"
"2019-11-17 09:00:00.000","fas","27273"
"2019-11-17 09:00:00.000","fin","26271"
"2019-11-17 09:00:00.000","dan","26102"
"2019-11-17 09:00:00.000","ell","15840"
"2019-11-17 10:00:00.000","ell","21577"
"2019-11-17 10:00:00.000","fas","33427"
"2019-11-17 10:00:00.000","fin","33521"
"2019-11-17 10:00:00.000","ara","35092"
"2019-11-17 10:00:00.000","ron","34857"
"2019-11-17 10:00:00.000","dan","32142"
"2019-11-17 10:00:00.000","hun","46664"
"2019-11-17 11:00:00.000","ara","17947"
"2019-11-17 11:00:00.000","ron","21107"
"2019-11-17 11:00:00.000","ell","11807"
"2019-11-17 11:00:00.000","hun","25048"
"2019-11-17 11:00:00.000","dan","17492"
"2019-11-17 11:00:00.000","fin","18088"
"2019-11-17 11:00:00.000","fas","20552"
"2019-11-17 12:00:00.000","ara","35649"
"2019-11-17 12:00:00.000","ell","23261"
"2019-11-17 12:00:00.000","ron","37353"
"2019-11-17 12:00:00.000","fas","35817"
"2019-11-17 12:00:00.000","hun","47353"
"2019-11-17 12:00:00.000","dan","33364"
"2019-11-17 12:00:00.000","fin","35347"
"2019-11-17 13:00:00.000","fas","31515"
"2019-11-17 13:00:00.000","dan","29482"
"2019-11-17 13:00:00.000","ell","19612"
"2019-11-17 13:00:00.000","fin","30697"
"2019-11-17 13:00:00.000","hun","41114"
"2019-11-17 13:00:00.000","ara","30013"
"2019-11-17 13:00:00.000","ron","33004"
"2019-11-17 14:00:00.000","fas","23930"
"2019-11-17 14:00:00.000","ell","14203"
"2019-11-17 14:00:00.000","dan","21983"
"2019-11-17 14:00:00.000","ara","22646"
"2019-11-17 14:00:00.000","fin","22399"
"2019-11-17 14:00:00.000","hun","30737"
"2019-11-17 14:00:00.000","ron","24745"
"2019-11-17 15:00:00.000","fin","34044"
"2019-11-17 15:00:00.000","ron","34107"
"2019-11-17 15:00:00.000","dan","30856"
"2019-11-17 15:00:00.000","hun","44669"
"2019-11-17 15:00:00.000","ell","21767"
"2019-11-17 15:00:00.000","ara","32204"
"2019-11-17 15:00:00.000","fas","32993"
"2019-11-17 16:00:00.000","fas","19287"
"2019-11-17 16:00:00.000","ron","20914"
"2019-11-17 16:00:00.000","ara","18595"
"2019-11-17 16:00:00.000","fin","19800"
"2019-11-17 16:00:00.000","dan","19834"
"2019-11-17 16:00:00.000","hun","26252"
"2019-11-17 16:00:00.000","ell","11836"
"2019-11-17 17:00:00.000","dan","32745"
"2019-11-17 17:00:00.000","fas","36253"
"2019-11-17 17:00:00.000","ron","38419"
"2019-11-17 17:00:00.000","hun","48219"
"2019-11-17 17:00:00.000","ara","37018"
"2019-11-17 17:00:00.000","fin","36208"
"2019-11-17 17:00:00.000","ell","22602"
"2019-11-17 18:00:00.000","ara","32368"
"2019-11-17 18:00:00.000","fas","32700"
"2019-11-17 18:00:00.000","ron","35523"
"2019-11-17 18:00:00.000","fin","32322"
"2019-11-17 18:00:00.000","ell","20972"
"2019-11-17 18:00:00.000","hun","44274"
"2019-11-17 18:00:00.000","dan","29813"
"2019-11-17 19:00:00.000","hun","32419"
"2019-11-17 19:00:00.000","dan","20807"
"2019-11-17 19:00:00.000","ara","22424"
"2019-11-17 19:00:00.000","fin","22743"
"2019-11-17 19:00:00.000","fas","21841"
"2019-11-17 19:00:00.000","ell","14621"
"2019-11-17 19:00:00.000","ron","25857"
"2019-11-17 20:00:00.000","ara","32407"
"2019-11-17 20:00:00.000","fin","34532"
"2019-11-17 20:00:00.000","hun","48032"
"2019-11-17 20:00:00.000","dan","30788"
"2019-11-17 20:00:00.000","ron","36378"
"2019-11-17 20:00:00.000","ell","21471"
"2019-11-17 20:00:00.000","fas","34744"
"2019-11-17 21:00:00.000","fin","18294"
"2019-11-17 21:00:00.000","ell","12268"
"2019-11-17 21:00:00.000","fas","17818"
"2019-11-17 21:00:00.000","ara","16385"
"2019-11-17 21:00:00.000","hun","23000"
"2019-11-17 21:00:00.000","ron","19475"
"2019-11-17 21:00:00.000","dan","16439"
"2019-11-17 22:00:00.000","dan","34455"
"2019-11-17 22:00:00.000","fin","36694"
"2019-11-17 22:00:00.000","ron","38701"
"2019-11-17 22:00:00.000","fas","38112"
"2019-11-17 22:00:00.000","ara","37581"
"2019-11-17 22:00:00.000","ell","23651"
"2019-11-17 22:00:00.000","hun","53230"
"2019-11-17 23:00:00.000","dan","30708"
"2019-11-17 23:00:00.000","ron","35127"
"2019-11-17 23:00:00.000","fin","31847"
"2019-11-17 23:00:00.000","fas","34192"
"2019-11-17 23:00:00.000","ell","22081"
"2019-11-17 23:00:00.000","hun","47004"
"2019-11-17 23:00:00.000","ara","31553"
"2019-11-18 00:00:00.000","hun","31577"
"2019-11-18 00:00:00.000","ara","22763"
"2019-11-18 00:00:00.000","fas","22968"
"2019-11-18 00:00:00.000","ron","24246"
"2019-11-18 00:00:00.000","ell","14647"
"2019-11-18 00:00:00.000","fin","22365"
"2019-11-18 00:00:00.000","dan","20536"
"2019-11-18 01:00:00.000","dan","30330"
"2019-11-18 01:00:00.000","fin","34106"
"2019-11-18 01:00:00.000","ell","22969"
"2019-11-18 01:00:00.000","ara","34205"
"2019-11-18 01:00:00.000","hun","48380"
"2019-11-18 01:00:00.000","fas","32849"
"2019-11-18 01:00:00.000","ron","34391"
"2019-11-18 02:00:00.000","ara","19464"
"2019-11-18 02:00:00.000","hun","28384"
"2019-11-18 02:00:00.000","ell","13289"
"2019-11-18 02:00:00.000","fas","17850"
"2019-11-18 02:00:00.000","fin","19288"
"2019-11-18 02:00:00.000","dan","19223"
"2019-11-18 02:00:00.000","ron","21429"
"2019-11-18 03:00:00.000","fin","33789"
"2019-11-18 03:00:00.000","hun","48747"
"2019-11-18 03:00:00.000","dan","33773"
"2019-11-18 03:00:00.000","ron","36762"
"2019-11-18 03:00:00.000","fas","30209"
"2019-11-18 03:00:00.000","ara","34183"
"2019-11-18 03:00:00.000","ell","20814"
"2019-11-18 04:00:00.000","fas","32388"
"2019-11-18 04:00:00.000","hun","48116"
"2019-11-18 04:00:00.000","ron","35522"
"2019-11-18 04:00:00.000","ara","30480"
"2019-11-18 04:00:00.000","dan","31565"
"2019-11-18 04:00:00.000","fin","32099"
"2019-11-18 04:00:00.000","ell","20980"
"2019-11-18 05:00:00.000","fin","18317"
"2019-11-18 05:00:00.000","ell","13043"
"2019-11-18 05:00:00.000","hun","28658"
"2019-11-18 05:00:00.000","ara","19874"
"2019-11-18 05:00:00.000","fas","17306"
"2019-11-18 05:00:00.000","ron","22447"
"2019-11-18 05:00:00.000","dan","17918"
"2019-11-18 06:00:00.000","ara","33311"
"2019-11-18 06:00:00.000","fin","32228"
"2019-11-18 06:00:00.000","ron","35463"
"2019-11-18 06:00:00.000","hun","49518"
"2019-11-18 06:00:00.000","fas","31590"
"2019-11-18 06:00:00.000","ell","21741"
"2019-11-18 06:00:00.000","dan","30408"
"2019-11-18 07:00:00.000","ara","21396"
"2019-11-18 07:00:00.000","dan","22390"
"2019-11-18 07:00:00.000","fas","21440"
"2019-11-18 07:00:00.000","hun","30360"
"2019-11-18 07:00:00.000","ell","13542"
"2019-11-18 07:00:00.000","ron","24062"
"2019-11-18 07:00:00.000","fin","22101"
"2019-11-18 08:00:00.000","ara","31018"
"2019-11-18 08:00:00.000","ell","19412"
"2019-11-18 08:00:00.000","fin","31193"
"2019-11-18 08:00:00.000","dan","29274"
"2019-11-18 08:00:00.000","fas","31682"
"2019-11-18 08:00:00.000","hun","43858"
"2019-11-18 08:00:00.000","ron","33660"
"2019-11-18 09:00:00.000","ell","20638"
"2019-11-18 09:00:00.000","hun","48660"
"2019-11-18 09:00:00.000","ara","33537"
"2019-11-18 09:00:00.000","dan","29938"
"2019-11-18 09:00:00.000","ron","34898"
"2019-11-18 09:00:00.000","fin","32797"
"2019-11-18 09:00:00.000","fas","36046"
"2019-11-18 10:00:00.000","ara","20500"
"2019-11-18 10:00:00.000","dan","20934"
"2019-11-18 10:00:00.000","fin","20962"
"2019-11-18 10:00:00.000","hun","28162"
"2019-11-18 10:00:00.000","ell","14304"
"2019-11-18 10:00:00.000","fas","21099"
"2019-11-18 10:00:00.000","ron","24556"
"2019-11-18 11:00:00.000","ara","35192"
"2019-11-18 11:00:00.000","ron","36334"
"2019-11-18 11:00:00.000","dan","33250"
"2019-11-18 11:00:00.000","hun","47522"
"2019-11-18 11:00:00.000","ell","21632"
"2019-11-18 11:00:00.000","fas","37148"
"2019-11-18 11:00:00.000","fin","35395"
"2019-11-18 12:00:00.000","ell","16007"
"2019-11-18 12:00:00.000","ara","23899"
"2019-11-18 12:00:00.000","fas","25881"
"2019-11-18 12:00:00.000","fin","22617"
"2019-11-18 12:00:00.000","dan","24045"
"2019-11-18 12:00:00.000","ron","28032"
"2019-11-18 12:00:00.000","hun","34844"
"2019-11-18 13:00:00.000","hun","40325"
"2019-11-18 13:00:00.000","ell","17051"
"2019-11-18 13:00:00.000","dan","27086"
"2019-11-18 13:00:00.000","fin","28086"
"2019-11-18 13:00:00.000","ara","27989"
"2019-11-18 13:00:00.000","ron","30733"
"2019-11-18 13:00:00.000","fas","31054"
"2019-11-18 14:00:00.000","ell","20809"
"2019-11-18 14:00:00.000","fas","36560"
"2019-11-18 14:00:00.000","dan","31215"
"2019-11-18 14:00:00.000","ara","31354"
"2019-11-18 14:00:00.000","hun","47185"
"2019-11-18 14:00:00.000","fin","33680"
"2019-11-18 14:00:00.000","ron","33938"
"2019-11-18 15:00:00.000","fin","19286"
"2019-11-18 15:00:00.000","ara","19272"
"2019-11-18 15:00:00.000","ron","21870"
"2019-11-18 15:00:00.000","ell","12152"
"2019-11-18 15:00:00.000","hun","29781"
"2019-11-18 15:00:00.000","fas","21190"
"2019-11-18 15:00:00.000","dan","19151"
"2019-11-18 16:00:00.000","fin","33169"
"2019-11-18 16:00:00.000","ell","20652"
"2019-11-18 16:00:00.000","ara","32471"
"2019-11-18 16:00:00.000","dan","30662"
"2019-11-18 16:00:00.000","fas","35830"
"2019-11-18 16:00:00.000","hun","47669"
"2019-11-18 16:00:00.000","ron","36818"
"2019-11-18 17:00:00.000","dan","28226"
"2019-11-18 17:00:00.000","ara","27525"
"2019-11-18 17:00:00.000","ell","19748"
"2019-11-18 17:00:00.000","hun","41543"
"2019-11-18 17:00:00.000","fin","30273"
"2019-11-18 17:00:00.000","fas","33431"
"2019-11-18 17:00:00.000","ron","32216"
"2019-11-18 18:00:00.000","ron","26207"
"2019-11-18 18:00:00.000","dan","23227"
"2019-11-18 18:00:00.000","fin","23612"
"2019-11-18 18:00:00.000","ara","25223"
"2019-11-18 18:00:00.000","hun","34352"
"2019-11-18 18:00:00.000","fas","26220"
"2019-11-18 18:00:00.000","ell","15849"
"2019-11-18 19:00:00.000","dan","30664"
"2019-11-18 19:00:00.000","ara","33272"
"2019-11-18 19:00:00.000","ron","33457"
"2019-11-18 19:00:00.000","hun","44315"
"2019-11-18 19:00:00.000","fas","36459"
"2019-11-18 19:00:00.000","fin","32542"
"2019-11-18 19:00:00.000","ell","21148"
"2019-11-18 20:00:00.000","fin","18735"
"2019-11-18 20:00:00.000","fas","22330"
"2019-11-18 20:00:00.000","ell","12170"
"2019-11-18 20:00:00.000","hun","26529"
"2019-11-18 20:00:00.000","ron","21861"
"2019-11-18 20:00:00.000","dan","19060"
"2019-11-18 20:00:00.000","ara","19208"
"2019-11-18 21:00:00.000","hun","49157"
"2019-11-18 21:00:00.000","fas","35552"
"2019-11-18 21:00:00.000","ara","33278"
"2019-11-18 21:00:00.000","ron","37048"
"2019-11-18 21:00:00.000","ell","21344"
"2019-11-18 21:00:00.000","fin","35119"
"2019-11-18 21:00:00.000","dan","32494"
"2019-11-18 22:00:00.000","ara","27006"
"2019-11-18 22:00:00.000","ron","33541"
"2019-11-18 22:00:00.000","fin","30313"
"2019-11-18 22:00:00.000","dan","27681"
"2019-11-18 22:00:00.000","fas","31861"
"2019-11-18 22:00:00.000","hun","42236"
"2019-11-18 22:00:00.000","ell","18651"
"2019-11-18 23:00:00.000","dan","22639"
"2019-11-18 23:00:00.000","ara","24171"
"2019-11-18 23:00:00.000","hun","35025"
"2019-11-18 23:00:00.000","ell","15094"
"2019-11-18 23:00:00.000","ron","27845"
"2019-11-18 23:00:00.000","fin","23534"
"2019-11-18 23:00:00.000","fas","24881"
"2019-11-19 00:00:00.000","ara","32759"
"2019-11-19 00:00:00.000","dan","29575"
"2019-11-19 00:00:00.000","ron","35438"
"2019-11-19 00:00:00.000","ell","20281"
"2019-11-19 00:00:00.000","fin","32655"
"2019-11-19 00:00:00.000","fas","34368"
"2019-11-19 00:00:00.000","hun","47049"
"2019-11-19 01:00:00.000","fas","21950"
"2019-11-19 01:00:00.000","ell","12322"
"2019-11-19 01:00:00.000","ron","20852"
"2019-11-19 01:00:00.000","hun","25387"
"2019-11-19 01:00:00.000","dan","17347"
"2019-11-19 01:00:00.000","fin","19545"
"2019-11-19 01:00:00.000","ara","18102"
"2019-11-19 02:00:00.000","ara","36437"
"2019-11-19 02:00:00.000","ron","37384"
"2019-11-19 02:00:00.000","fas","38323"
"2019-11-19 02:00:00.000","dan","34907"
"2019-11-19 02:00:00.000","ell","21141"
"2019-11-19 02:00:00.000","fin","33821"
"2019-11-19 02:00:00.000","hun","47549"
"2019-11-19 03:00:00.000","ron","33951"
"2019-11-19 03:00:00.000","ara","32902"
"2019-11-19 03:00:00.000","hun","45369"
"2019-11-19 03:00:00.000","fas","34678"
"2019-11-19 03:00:00.000","fin","31594"
"2019-11-19 03:00:00.000","dan","31557"
"2019-11-19 03:00:00.000","ell","20557"
"2019-11-19 04:00:00.000","fin","21280"
"2019-11-19 04:00:00.000","ell","13740"
"2019-11-19 04:00:00.000","fas","22055"
"2019-11-19 04:00:00.000","dan","20395"
"2019-11-19 04:00:00.000","hun","30958"
"2019-11-19 04:00:00.000","ara","21549"
"2019-11-19 04:00:00.000","ron","23591"
"2019-11-19 05:00:00.000","hun","45597"
"2019-11-19 05:00:00.000","dan","28158"
"2019-11-19 05:00:00.000","fin","31169"
"2019-11-19 05:00:00.000","fas","33804"
"2019-11-19 05:00:00.000","ara","30916"
"2019-11-19 05:00:00.000","ron","33291"
"2019-11-19 05:00:00.000","ell","21505"
"2019-11-19 06:00:00.000","ron","20651"
"2019-11-19 06:00:00.000","ell","11989"
"2019-11-19 06:00:00.000","fin","19128"
"2019-11-19 06:00:00.000","dan","18055"
"2019-11-19 06:00:00.000","fas","21940"
"2019-11-19 06:00:00.000","hun","28265"
"2019-11-19 06:00:00.000","ara","18885"
"2019-11-19 07:00:00.000","fin","31755"
"2019-11-19 07:00:00.000","fas","36267"
"2019-11-19 07:00:00.000","dan","30589"
"2019-11-19 07:00:00.000","ron","34335"
"2019-11-19 07:00:00.000","ell","20832"
"2019-11-19 07:00:00.000","ara","33381"
"2019-11-19 07:00:00.000","hun","47991"
"2019-11-19 08:00:00.000","fin","32120"
"2019-11-19 08:00:00.000","hun","45068"
"2019-11-19 08:00:00.000","ara","31012"
"2019-11-19 08:00:00.000","ell","20639"
"2019-11-19 08:00:00.000","dan","29005"
"2019-11-19 08:00:00.000","fas","36527"
"2019-11-19 08:00:00.000","ron","33714"
"2019-11-19 09:00:00.000","ron","23708"
"2019-11-19 09:00:00.000","hun","30270"
"2019-11-19 09:00:00.000","dan","20108"
"2019-11-19 09:00:00.000","fas","23613"
"2019-11-19 09:00:00.000","ara","20687"
"2019-11-19 09:00:00.000","ell","13392"
"2019-11-19 09:00:00.000","fin","22408"
"2019-11-19 10:00:00.000","ron","33873"
"2019-11-19 10:00:00.000","ell","21198"
"2019-11-19 10:00:00.000","fin","33303"
"2019-11-19 10:00:00.000","ara","32541"
"2019-11-19 10:00:00.000","dan","30472"
"2019-11-19 10:00:00.000","hun","45769"
"2019-11-19 10:00:00.000","fas","35369"
"2019-11-19 11:00:00.000","ron","27098"
"2019-11-19 11:00:00.000","fin","23070"
"2019-11-19 11:00:00.000","fas","27397"
"2019-11-19 11:00:00.000","dan","23724"
"2019-11-19 11:00:00.000","hun","34530"
"2019-11-19 11:00:00.000","ell","16070"
"2019-11-19 11:00:00.000","ara","24288"
"2019-11-19 12:00:00.000","ell","16576"
"2019-11-19 12:00:00.000","dan","27350"
"2019-11-19 12:00:00.000","ara","30122"
"2019-11-19 12:00:00.000","ron","30941"
"2019-11-19 12:00:00.000","hun","40412"
"2019-11-19 12:00:00.000","fas","29119"
"2019-11-19 12:00:00.000","fin","28817"
"2019-11-19 13:00:00.000","ron","33485"
"2019-11-19 13:00:00.000","dan","30703"
"2019-11-19 13:00:00.000","hun","47351"
"2019-11-19 13:00:00.000","fas","35089"
"2019-11-19 13:00:00.000","ell","18943"
"2019-11-19 13:00:00.000","ara","33493"
"2019-11-19 13:00:00.000","fin","32303"
"2019-11-19 14:00:00.000","hun","25494"
"2019-11-19 14:00:00.000","ell","9917"
"2019-11-19 14:00:00.000","dan","16275"
"2019-11-19 14:00:00.000","fin","17843"
"2019-11-19 14:00:00.000","ron","20211"
"2019-11-19 14:00:00.000","fas","19723"
"2019-11-19 14:00:00.000","ara","19025"
"2019-11-19 15:00:00.000","ara","28934"
"2019-11-19 15:00:00.000","dan","23441"
"2019-11-19 15:00:00.000","fas","28931"
"2019-11-19 15:00:00.000","ell","15982"
"2019-11-19 15:00:00.000","hun","38735"
"2019-11-19 15:00:00.000","ron","28100"
"2019-11-19 15:00:00.000","fin","26791"
"2019-11-19 16:00:00.000","dan","20704"
"2019-11-19 16:00:00.000","fas","24601"
"2019-11-19 16:00:00.000","ron","25092"
