"n_pages","perc_pages","avg_warc_record_length","sum_warc_record_length","perc_warc_storage","content_mime_detected","perc_truncated","reasons_truncation"
"1","3.860116819572257E-8","606.0","606","1.064684716704455E-9","text/tg.work+xml","0.0",
"1","3.860116819572257E-8","692.0","692","1.215778587391886E-9","x-application/vnd.xdime+xml","0.0",
"1","3.860116819572257E-8","1384.0","1384","2.431557174783772E-9","application/vnd.geogebra.file","0.0",
"1","3.860116819572257E-8","9149.0","9149","1.6073928173480294E-8","application/x-ms-nls","0.0",
"1","3.860116819572257E-8","758.0","758","1.3317343486171236E-9","application/vnd.openxmlformats-officedocument.word","0.0",
"1","3.860116819572257E-8","62589.0","62589","1.0996295665646062E-7","application/rss","0.0",
"1","3.860116819572257E-8","187267.0","187267","3.2901041723282705E-7","application/vnd.powdertoy.save","0.0",
"1","3.860116819572257E-8","296883.0","296883","5.215953675732157E-7","audio/xm","0.0",
"1","3.860116819572257E-8","1050.0","1050","1.8447507467651449E-9","text/icalendar","0.0",
"1","3.860116819572257E-8","716.0","716","1.257944318746518E-9","application/x-fasta","0.0",
"1","3.860116819572257E-8","421668.0","421668","7.408308170352049E-7","application/vnd.yamaha.openscoreformat","100.0","{length=1}"
"1","3.860116819572257E-8","2288.0","2288","4.019799722474906E-9","text/x-trac-wiki","0.0",
"1","3.860116819572257E-8","5186.0","5186","9.111311783546706E-9","text/plain-diff","0.0",
"1","3.860116819572257E-8","7224.0","7224","1.2691885137744197E-8","text/texmacs","0.0",
"1","3.860116819572257E-8","622621.0","622621","1.0938862425730107E-6","application/x-gba-rom","100.0","{length=1}"
"1","3.860116819572257E-8","5495.0","5495","9.654195574737591E-9","application/vnd.fujitsu.oasys2","0.0",
"1","3.860116819572257E-8","14765.0","14765","2.5940709310464158E-8","text/x-spin","0.0",
"1","3.860116819572257E-8","493.0","493","8.661543982430632E-10","images/qbmpn","0.0",
"1","3.860116819572257E-8","717411.0","717411","1.2604233123690757E-6","application/macbinary","0.0",
"1","3.860116819572257E-8","3018.0","3018","5.30234071784496E-9","application/vnd.accpac.simply.imp","0.0",
"1","3.860116819572257E-8","102637.0","102637","1.8032350704355635E-7","application/vnd.lotus-wordpro","100.0","{length=1}"
"1","3.860116819572257E-8","3530.0","3530","6.201876320077106E-9","application/vnd.noblenet-web","0.0",
"1","3.860116819572257E-8","3645.0","3645","6.403920449484717E-9","image/vnd.xiff","0.0",
"1","3.860116819572257E-8","13572.0","13572","2.384472108104433E-8","application/x-csv","0.0",
"1","3.860116819572257E-8","202718.0","202718","3.561563636978444E-7","application/x-dzip","0.0",
"1","3.860116819572257E-8","3535.0","3535","6.210660847442654E-9","application/x-guitarpro","0.0",
"1","3.860116819572257E-8","3542.0","3542","6.222959185754422E-9","application/x-winhelp","100.0","{disconnect=1}"
"1","3.860116819572257E-8","487.0","487","8.556129654044053E-10","images/hspng","0.0",
"1","3.860116819572257E-8","1027.0","1027","1.8043419208836227E-9","text/string","0.0",
"1","3.860116819572257E-8","4362.0","4362","7.663621673704345E-9","application/vnd.garmin.tcx+xml","0.0",
"1","3.860116819572257E-8","52316.0","52316","9.191426673120507E-8","application/vnd.webturbo","0.0",
"1","3.860116819572257E-8","1972.0","1972","3.464617592972253E-9","text/x-scss","0.0",
"1","3.860116819572257E-8","86480.0","86480","1.5193718531452356E-7","application/pgp-keys","0.0",
"1","3.860116819572257E-8","936425.0","936425","1.645210207656715E-6","download/.epk","100.0","{length=1}"
"1","3.860116819572257E-8","39188.0","39188","6.884961168022143E-8","application/vnd.dynageo","0.0",
"1","3.860116819572257E-8","489.0","489","8.591267763506247E-10","images/bmprx","0.0",
"1","3.860116819572257E-8","6925.0","6925","1.2166570401284407E-8","image/vnd.tencent.tap","0.0",
"1","3.860116819572257E-8","200136.0","200136","3.5162003376627527E-7","chemical/x-ncbi-asn1-ascii","0.0",
"1","3.860116819572257E-8","570.0","570","1.0014361196725073E-9","images/bmpd","0.0",
"1","3.860116819572257E-8","1049564.0","1049564","1.843984735978869E-6","application/scvp-vp-request","100.0","{length=1}"
"1","3.860116819572257E-8","486.0","486","8.538560599312956E-10","images/pngxf","0.0",
"1","3.860116819572257E-8","979.0","979","1.720010458174359E-9","text/sgf","0.0",
"1","3.860116819572257E-8","8276.0","8276","1.454014969545556E-8","application/x-gsp","0.0",
"1","3.860116819572257E-8","576.0","576","1.0119775525111651E-9","application/vnd.fluxtime.clip","0.0",
"1","3.860116819572257E-8","1046879.0","1046879","1.8392674447835696E-6","image/x-raw-canon","100.0","{length=1}"
"1","3.860116819572257E-8","221808.0","221808","3.8969568917950786E-7","text/stp","100.0","{length=1}"
"1","3.860116819572257E-8","486.0","486","8.538560599312956E-10","images/pngrz","0.0",
"1","3.860116819572257E-8","1318.0","1318","2.3156014135585343E-9","application/seem","0.0",
"1","3.860116819572257E-8","90301.0","90301","1.5865032112727558E-7","application/vnd.syncml.dm+wbxml","0.0",
"1","3.860116819572257E-8","312887.0","312887","5.497128827648627E-7","application/bsp","0.0",
"1","3.860116819572257E-8","1011.0","1011","1.776231433313868E-9","text/ini","0.0",
"1","3.860116819572257E-8","639.0","639","1.122662597317074E-9","text/m3u","0.0",
"1","3.860116819572257E-8","652.0","652","1.1455023684674995E-9","video/x-f4v","0.0",
"1","3.860116819572257E-8","857.0","857","1.5056679904549801E-9","application/x-zerosize","0.0",
"1","3.860116819572257E-8","12734.0","12734","2.2372434294578434E-8","image/x-raw-adobe","0.0",
"1","3.860116819572257E-8","5096.0","5096","8.953190290966836E-9","video/x-flc","0.0",
"1","3.860116819572257E-8","1044936.0","1044936","1.8358537774493175E-6","application/x-shar","100.0","{length=1}"
"1","3.860116819572257E-8","491.0","491","8.626405872968439E-10","images/gif","0.0",
"1","3.860116819572257E-8","32735.0","32735","5.751230066224478E-8","application/smart","0.0",
"1","3.860116819572257E-8","790.0","790","1.3879553237566328E-9","application/raw","0.0",
"1","3.860116819572257E-8","558.0","558","9.803532539951912E-10","application/vnd.gmx","0.0",
"1","3.860116819572257E-8","166921.0","166921","2.9326441847693784E-7","application/x-glulx","0.0",
"1","3.860116819572257E-8","849.0","849","1.4916127466701028E-9","text/x-hdml","0.0",
"1","3.860116819572257E-8","41652.0","41652","7.317862676596364E-8","image/x-emf-compressed","0.0",
"1","3.860116819572257E-8","1049869.0","1049869","1.8445205921481675E-6","application/vnd.wv.csp+wbxml","100.0","{length=1}"
"1","3.860116819572257E-8","7202.0","7202","1.2653233217335784E-8","application/x-zaurus-zac","0.0",
"1","3.860116819572257E-8","4720.0","4720","8.292593833077604E-9","application/x-fm3","0.0",
"1","3.860116819572257E-8","711.0","711","1.2491597913809695E-9","application/url","0.0",
"1","3.860116819572257E-8","684.0","684","1.2017233436070086E-9","model/iges","0.0",
"1","3.860116819572257E-8","486.0","486","8.538560599312956E-10","images/pngqw","0.0",
"1","3.860116819572257E-8","2248.0","2248","3.94952350355052E-9","text/x-phyloxml+xml","0.0",
"1","3.860116819572257E-8","2811.0","2811","4.9386612849112595E-9","application/lyt","0.0",
"1","3.860116819572257E-8","551.0","551","9.680549156834237E-10","text/id}}","0.0",
"1","3.860116819572257E-8","2899.0","2899","5.0932689665449095E-9","application/vnd.oasis.opendocument.chart","0.0",
"1","3.860116819572257E-8","1713.0","1713","3.0095790754368506E-9","text/ies","0.0",
"1","3.860116819572257E-8","24273.0","24273","4.264536654879082E-8","application/posit-stream","0.0",
"1","3.860116819572257E-8","1112.0","1112","1.953678886097944E-9","text/x-reject","0.0",
"1","3.860116819572257E-8","647.0","647","1.1367178411019513E-9","application/x-axd","0.0",
"1","3.860116819572257E-8","2889.0","2889","5.075699911813813E-9","text/x-fasta","0.0",
"1","3.860116819572257E-8","1374.0","1374","2.4139881200526754E-9","application/x-wine-extension-ini","0.0",
"1","3.860116819572257E-8","764899.0","764899","1.3438552394761072E-6","application/vnd.electricquilt.project.mini","100.0","{length=1}"
"1","3.860116819572257E-8","58185.0","58185","1.0222554495288567E-7","application/x-apple-diskimage%0d%0a","0.0",
"1","3.860116819572257E-8","1000192.0","1000192","1.7572427989604988E-6","application/clickteam","100.0","{length=1}"
"1","3.860116819572257E-8","91087.0","91087","1.6003124882913976E-7","text/sdv","0.0",
"1","3.860116819572257E-8","13223.0","13223","2.3231561070929058E-8","application/wwd","0.0",
"1","3.860116819572257E-8","1083.0","1083","1.902728627377764E-9","application/oxtet-stream","0.0",
"1","3.860116819572257E-8","86353.0","86353","1.5171405831943863E-7","application/x-sea","0.0",
"1","3.860116819572257E-8","1019.0","1019","1.7902866770987454E-9","application/vnd.ms-ims","0.0",
"1","3.860116819572257E-8","200719.0","200719","3.526443096570982E-7","application/vnd.criticaltools.wbs+xml","0.0",
"1","3.860116819572257E-8","90602.0","90602","1.5917914967468158E-7","application/vd2","0.0",
"1","3.860116819572257E-8","580.0","580","1.019005174403604E-9","application/vnd.trid.tpt","0.0",
"1","3.860116819572257E-8","1049851.0","1049851","1.8444889678496515E-6","application/atmo","100.0","{length=1}"
"1","3.860116819572257E-8","561.0","561","9.856239704145203E-10","application/geo+json","0.0",
"1","3.860116819572257E-8","868.0","868","1.5249939506591864E-9","text/version","0.0",
"1","3.860116819572257E-8","629.0","629","1.1050935425859773E-9","mutipart/form-data","0.0",
"1","3.860116819572257E-8","488.0","488","8.573698708775149E-10","images/psjpg","0.0",
"1","3.860116819572257E-8","483.0","483","8.485853435119666E-10","images/pngxp","0.0",
"1","3.860116819572257E-8","721.0","721","1.2667288461120661E-9","application/x-sql","0.0",
"1","3.860116819572257E-8","573.0","573","1.0067068360918362E-9","application/robo","0.0",
"1","3.860116819572257E-8","487.0","487","8.556129654044053E-10","images/rwpng","0.0",
"1","3.860116819572257E-8","2528.0","2528","4.441457036021225E-9","table/ecp30","0.0",
"1","3.860116819572257E-8","7533.0","7533","1.3234768928935082E-8","application/vnd.3gpp.pic-bw-large","0.0",
"1","3.860116819572257E-8","576.0","576","1.0119775525111651E-9","application/md5","0.0",
"1","3.860116819572257E-8","764897.0","764897","1.343851725665161E-6","application/vnd.electricquilt.project.7","100.0","{length=1}"
"1","3.860116819572257E-8","1033844.0","1033844","1.8163661819415852E-6","application/mpeg","100.0","{length=1}"
"1","3.860116819572257E-8","553.0","553","9.71568726629643E-10","application/x-h5p","0.0",
"1","3.860116819572257E-8","640.0","640","1.1244195027901836E-9","chemical/mdl-sdf","0.0",
"1","3.860116819572257E-8","453037.0","453037","7.959431848211818E-7","x-lml/x-lmlpack","0.0",
"1","3.860116819572257E-8","1070.0","1070","1.879888856227338E-9","application/xrd+xml","0.0",
"1","3.860116819572257E-8","1799.0","1799","3.1606729461242813E-9","application/dxf","100.0","{length=1}"
"1","3.860116819572257E-8","38547.0","38547","6.772343527195813E-8","application/x-gettext-translation","0.0",
"1","3.860116819572257E-8","1276.0","1276","2.2418113836879286E-9","application/vnd.simtech-mindmapper","0.0",
"1","3.860116819572257E-8","21779.0","21779","3.826364429885532E-8","text/x-mpsub","0.0",
"1","3.860116819572257E-8","41545.0","41545","7.29906378803409E-8","application/vnd.immervision-ivp","0.0",
"1","3.860116819572257E-8","1049403.0","1049403","1.8437018741976984E-6","application/com.laoviland.sat.salientdesign","100.0","{length=1}"
"1","3.860116819572257E-8","2899.0","2899","5.0932689665449095E-9","application/vnd.recordare.musicxml","0.0",
"1","3.860116819572257E-8","1735.0","1735","3.048230995845263E-9","text/x-msdos-batch","0.0",
"1","3.860116819572257E-8","1413.0","1413","2.4825074335039522E-9","application/x-x509-crl","0.0",
"1","3.860116819572257E-8","1049987.0","1049987","1.8447279069939945E-6","application/file","100.0","{length=1}"
"1","3.860116819572257E-8","931.0","931","1.6356789954650952E-9","application/soap+xml","0.0",
"1","3.860116819572257E-8","20753.0","20753","3.646105928344481E-8","application/vnd.pocketlearn","0.0",
"1","3.860116819572257E-8","1253.0","1253","2.201402557806406E-9","application/x-cdlink","0.0",
"1","3.860116819572257E-8","967.0","967","1.6989275924970429E-9","application/la.la","0.0",
"1","3.860116819572257E-8","21408.0","21408","3.761183236833164E-8","application/nps","0.0",
"1","3.860116819572257E-8","114421.0","114421","2.010268811386806E-7","application/x-tads","0.0",
"1","3.860116819572257E-8","44557.0","44557","7.82824371653472E-8","application/kidspiration","0.0",
"1","3.860116819572257E-8","562.0","562","9.8738087588763E-10","text/pdf","0.0",
"1","3.860116819572257E-8","4220.0","4220","7.414141096522772E-9","text/x-troff-mm","100.0","{length=1}"
"1","3.860116819572257E-8","1287.0","1287","2.2611373438921346E-9","application/x-osm+xml","0.0",
"1","3.860116819572257E-8","8534.0","8534","1.4993431307517855E-8","text/shex","0.0",
"1","3.860116819572257E-8","4373.0","4373","7.68294763390855E-9","text/xls","0.0",
"1","3.860116819572257E-8","248715.0","248715","4.369687447444695E-7","text/x-csv-excel","100.0","{length=1}"
"1","3.860116819572257E-8","1049682.0","1049682","1.844192050824696E-6","application/pbf","100.0","{length=1}"
"1","3.860116819572257E-8","885663.0","885663","1.5560261720307224E-6","image/x-raw-minolta","100.0","{length=1}"
"1","3.860116819572257E-8","787.0","787","1.3826846073373038E-9","application/x-ole-storage","0.0",
"1","3.860116819572257E-8","426766.0","426766","7.49787521137118E-7","application/vnd.ms-visio.drawing.macroenabled.12","0.0",
"1","3.860116819572257E-8","342672.0","342672","6.02042312281434E-7","text/comma-seperated-values","100.0","{length=1}"
"1","3.860116819572257E-8","849172.0","849172","1.4919149344114776E-6","application/x-nintendo-ds-rom","100.0","{length=1}"
"1","3.860116819572257E-8","825172.0","825172","1.4497492030568458E-6","application/isis","100.0","{length=1}"
"1","3.860116819572257E-8","899.0","899","1.5794580203255859E-9","text/rdf","0.0",
"1","3.860116819572257E-8","2640.0","2640","4.638230449009507E-9","application/logicdata","0.0",
"1","3.860116819572257E-8","1021.0","1021","1.7938004880449647E-9","text/x-qml","0.0",
"1","3.860116819572257E-8","485.0","485","8.52099154458186E-10","images/pngmb","0.0",
"1","3.860116819572257E-8","1049855.0","1049855","1.844495995471544E-6","application/stuffit","100.0","{length=1}"
"1","3.860116819572257E-8","940.0","940","1.6514911447230821E-9","application/llsd+xml","0.0",
"1","3.860116819572257E-8","613.0","613","1.0769830550162227E-9","text/image","0.0",
"1","3.860116819572257E-8","6461.0","6461","1.1351366261761524E-8","text/praat-textgrid","0.0",
"1","3.860116819572257E-8","483.0","483","8.485853435119666E-10","images/bnpng","0.0",
"1","3.860116819572257E-8","3111.0","3111","5.465732926844157E-9","application/vnd.sun.xml.impress.template","0.0",
"1","3.860116819572257E-8","486.0","486","8.538560599312956E-10","images/bmpmg","0.0",
"1","3.860116819572257E-8","770.0","770","1.3528172142944395E-9","application/zhiyuange","0.0",
"1","3.860116819572257E-8","34708.0","34708","6.097867516069014E-8","application/x-corelpresentations","0.0",
"1","3.860116819572257E-8","712.0","712","1.2509166968540791E-9","text/x-inf","0.0",
"1","3.860116819572257E-8","1049753.0","1049753","1.8443167911132867E-6","application/x-chk-compressed","100.0","{length=1}"
"1","3.860116819572257E-8","1043344.0","1043344","1.833056783936127E-6","application/hfm","100.0","{length=1}"
"1","3.860116819572257E-8","797.0","797","1.4002536620684004E-9","application/x-mysql-misam-compressed-index","0.0",
"1","3.860116819572257E-8","1380.0","1380","2.4245295528913333E-9","text/conf","0.0",
"1","3.860116819572257E-8","2732.0","2732","4.799865752535596E-9","application/vnd.ecowin.chart","0.0",
"1","3.860116819572257E-8","975.0","975","1.7129828362819202E-9","multipart/form-data","0.0",
"1","3.860116819572257E-8","584.0","584","1.0260327962960425E-9","bulletin/pdf","0.0",
"1","3.860116819572257E-8","723.0","723","1.2702426570582854E-9","application/tsv","0.0",
"1","3.860116819572257E-8","1140.0","1140","2.0028722393450146E-9","text/vcf","0.0",
"1","3.860116819572257E-8","39073.0","39073","6.864756755081381E-8","application/otl","0.0",
"1","3.860116819572257E-8","570.0","570","1.0014361196725073E-9","application/vnd.airzip.filesecure.azs","0.0",
"1","3.860116819572257E-8","927.0","927","1.6286513735726564E-9","text/lsdatanet","0.0",
"1","3.860116819572257E-8","1126.0","1126","1.9782755627214792E-9","image/fcp","0.0",
"1","3.860116819572257E-8","608.0","608","1.0681985276506745E-9","application/dgofile","0.0",
"1","3.860116819572257E-8","3293.0","3293","5.785489722950116E-9","application/eml","0.0",
"1","3.860116819572257E-8","1237.0","1237","2.1732920702366518E-9","application/ase","0.0",
"1","3.860116819572257E-8","487.0","487","8.556129654044053E-10","images/jpgcl","0.0",
"1","3.860116819572257E-8","4283.0","4283","7.524826141328682E-9","application/vnd.intercon.formnet","0.0",
"1","3.860116819572257E-8","488.0","488","8.573698708775149E-10","images/pcbmp","0.0",
"1","3.860116819572257E-8","514.0","514","9.030494131783662E-10","application/x-httpd-ea-php73","0.0",
"1","3.860116819572257E-8","84080.0","84080","1.4772061217906035E-7","application/vnd.trueapp","0.0",
"1","3.860116819572257E-8","1388.0","1388","2.4385847966762104E-9","application/ms-excel","0.0",
"1","3.860116819572257E-8","534.0","534","9.381875226405594E-10","application/x-not-regular-file","0.0",
"1","3.860116819572257E-8","597978.0","597978","1.0505908209991693E-6","'.audio/mp4.'","0.0",
"1","3.860116819572257E-8","230653.0","230653","4.052355180891628E-7","application/orm+xml","100.0","{length=1}"
"1","3.860116819572257E-8","1656.0","1656","2.9094354634696E-9","application/vnd.seemail","0.0",
"1","3.860116819572257E-8","897.0","897","1.5759442093793666E-9","text/x-hlsw-sslf","0.0",
"1","3.860116819572257E-8","474921.0","474921","8.343913041947137E-7","video/x-mng","0.0",
"1","3.860116819572257E-8","664.0","664","1.1665852341448154E-9","application/jpg","0.0",
"1","3.860116819572257E-8","871596.0","871596","1.5313117827404887E-6","application/x-msterminal","0.0",
"1","3.860116819572257E-8","5958.0","5958","1.0467642808787365E-8","text/x-elisp","0.0",
"1","3.860116819572257E-8","3080.0","3080","5.411268857177758E-9","application/vnd.umajin","0.0",
"1","3.860116819572257E-8","1009.0","1009","1.7727176223676488E-9","application/vnd.kahootz","0.0",
"1","3.860116819572257E-8","31791.0","31791","5.585378189562926E-8","application/x-chess-cbv","0.0",
"1","3.860116819572257E-8","487.0","487","8.556129654044053E-10","images/pnglp","0.0",
"1","3.860116819572257E-8","6853.0","6853","1.2040073207220512E-8","application/vnd.oasis.opendocument.image-template","0.0",
"1","3.860116819572257E-8","82882.0","82882","1.4561583942227498E-7","application/scratch","0.0",
"1","3.860116819572257E-8","533.0","533","9.364306171674498E-10","text/ru","0.0",
"1","3.860116819572257E-8","1046132.0","1046132","1.8379550363951567E-6","application/tcp","100.0","{length=1}"
"1","3.860116819572257E-8","662.0","662","1.163071423198596E-9","unknown/d","0.0",
"1","3.860116819572257E-8","1050022.0","1050022","1.8447893986855533E-6","application/x-xfig","100.0","{length=1}"
