"n_pages","content_mime_detected","top_tlds","top_domains"
"680","application/vnd.ms-excel.sheet.macroenabled.12","[{com, 113}, {org, 81}, {gov, 72}, {au, 51}, {ca, 47}, {uk, 42}, {de, 28}, {jp, 28}, {co, 20}, {ru, 14}, {be, 12}, {se, 11}, {lt, 10}, {za, 9}, {br, 9}, {pt, 8}, {fr, 8}, {cz, 8}, {at, 7}, {ch, 6}, {edu, 6}, {site, 6}, {nl, 6}, {dk, 5}, {pl, 5}]","{england.nhs.uk=19, maryland.gov=4, gpp.pt=7, sfpuc.gov=3, texas.gov=2, iowadnr.gov=3, sebrae.com.br=3, wa.gov=3, fs.gov.za=7, drevotrust.cz=3, cloudfront.net=3, cms.gov=25, pa.gov=3, northwestchptap.org=9, titularizadora.com=5, la.gov=3, environment-agency.gov.uk=3, buildwise.be=4, usercontent.one=4, shiruporuto.jp=3, aer.gov.au=28, mamoney.com.au=4, entergytexassolutions.com=3, munisancarlos.cl=2, internationaleducation.gov.au=4, zorgcijfersdatabank.nl=2, gamta.lt=9, schuetzenverein-soderstorf.de=8, epa.gov=2, edbodmer.com=12, unterrichtsdiagnostik.de=6, bpa.gov=4, infodidac.ch=3, shd.gov.co=5, barnet.gov.uk=5, startup.nagoya=2, abcb.gov.au=4, malopolska.uw.gov.pl=3, americanbiogascouncil.org=4, qvh.nhs.uk=3, oeb.ca=44, secmca.org=17, sdp.gov.co=8, mhlw.go.jp=7, lms-plans.site=6, kiichitadakounosu.com=6, baaudiology.org=3, pensionsmyndigheten.se=7, nhhfa.org=3, socialsecurity.be=6}"
"680","application/x-grib","[{gov, 678}]","{noaa.gov=678, gisopencourseware.org=1, meteoadriatic.net=1}"
"680","application/mbox","[{org, 400}, {com, 60}, {de, 46}, {net, 46}, {pl, 26}, {dev, 9}, {no, 7}, {ru, 6}, {io, 6}, {sh, 5}, {se, 5}, {info, 5}]","{uni-stuttgart.de=10, kpda.ru=4, textfiles.com=3, debian.net=19, mailscanner.info=3, openjdk.org=4, server47.de=3, kth.se=3, fedorapeople.org=3, tu-dortmund.de=4, jrtechs.net=5, ozlabs.org=2, washnote.org=2, amu.edu.pl=22, ansol.org=6, wowinterface.com=4, gnu.org=88, dhbw-stuttgart.de=3, extropy.org=10, fablabchemnitz.de=2, 0x0.st=2, ups-tlse.fr=3, undefinedhackers.net=2, resourcemap.com.cn=3, dyomedea.com=2, dpdk.org=7, disroot.org=175, vhelio.org=5, centos.org=6, opensuse.org=6, githubusercontent.com=3, asis.sh=5, applefritter.com=14, monitoring-lists.org=4, osgeo.org=2, thebrokenrail.com=5, nks.net=2, opendev.org=2, sdf.org=3, scheme.org=3, sheetjs.com=16, speice.io=3, hft-stuttgart.de=11, redump.net=3, team.net=5, hackerspace.pl=3, sourceware.org=4, uib.no=7, ow2.org=20, etsi.org=14}"
"673","application/x-ms-installer","[{net, 314}, {com, 288}, {org, 10}, {ru, 8}, {jp, 7}, {be, 5}, {br, 5}]","{scene.org=8, biglobe.ne.jp=2, kikusuiamerica.com=2, smartclk.sch.id=1, tr0n1x.com=3, ageeracetiming.com=1, courselab.com=3, gojetstream.io=1, nanodev.ru=1, autodesk.com=3, qq.com=3, mozilla.net=299, adobe.com=22, mynonpublic.com=130, amazonaws.com=2, prosoft-technology.com=5, seg-social.gob.es=2, vfo.digital=2, elcomsoft.com=2, pki.network=1, windows.net=4, graftek.com.tr=2, oviont.ru=2, dalirenderer.com=8, theimagingsource.com=7, screenmonkey.co.uk=2, voukoder.org=1, e-fon.ch=1, locxserv.de=1, avg.com=14, active911.com=1, goldrushtechnology.com=1, pronamics.com.au=1, fermax.be=5, esri.com=57, airserver.com=1, servclt.com.br=3, iteksoft.com=3, kikusui.co.jp=2, pejvakshop.ir=2, itwh.de=1, frogeducation.com=2, swimsolutions.cz=3, qytrader.com=1, 3tene.com=1, tech-soft.ru=3, microsoft.com=3, novabench.net=1, tolttech.us=2, miloush.net=4}"
"670","text/x-pascal","[{jp, 651}, {org, 19}]","{nao.ac.jp=651, artificial-intelligence-class.org=1, dice-research.org=18}"
"625","application/vnd.google-earth.kmz","[{com, 163}, {eu, 64}, {org, 48}, {edu, 44}, {net, 43}, {ca, 42}, {gov, 39}, {th, 32}, {uk, 22}, {au, 19}, {fr, 19}, {mil, 10}, {jp, 7}, {info, 7}, {cl, 6}, {be, 6}, {it, 6}, {dk, 5}, {de, 5}]","{broermapsonline.org=2, thewave.info=7, firesmoke.ca=3, onwr.go.th=32, faa.gov=9, catawbacountync.gov=4, qldrogaine.asn.au=5, die-ritters.de=3, grensland-docs.nl=3, nsidc.org=3, spanishfork.org=4, tropicalatlantic.com=3, gov.bc.ca=3, islandbreath.org=8, routechoices.com=5, dooley.dk=4, amazonaws.com=2, insar.ca=12, aeronomie.be=5, gdacs.org=2, bts-gsm.eu=63, no-ip.ca=7, windows.net=40, prefeitura.sp.gov.br=3, cbdc.org.uk=3, novascotia.ca=3, usgs.gov=5, timmit.ca=3, southural.ru=3, jaxa.jp=4, portlandmaps.com=2, nantesmetropole.fr=2, des.qld.gov.au=13, statewidedatabase.org=4, roadcurvature.com=126, fema.gov=6, nasa.gov=3, pyroplose.com=5, uwaterloo.ca=7, maine.gov=5, county-borders.co.uk=3, ucsd.edu=14, northcoastresourcepartnership.org=7, psu.edu=21, army.mil=10, isc.ac.uk=13, rl.odessa.ua=3, ens-lyon.fr=16, usf.edu=2, arizona.edu=7}"
"624","application/x-cpio","[{org, 515}, {de, 57}, {com, 25}, {edu, 13}, {ba, 5}]","{linux-sunxi.org=1, crux-arm.nu=1, hs-esslingen.de=9, papua.go.id=1, princeton.edu=13, azureedge.net=1, fronius.com=1, uni-erlangen.de=13, mirror.ba=5, oe-lite.org=1, meulie.net=1, riken.jp=2, freebsd.org=1, tokeru.com=2, centroid.eu=1, powersoft-audio.com=2, ubuntu.com=10, epiloglaser.com=1, eurocable.co.hu=1, mahlkoenig.de=1, sfz.co.jp=1, ibiblio.org=512, uib.de=34, digi.com=8, michaelkloos.com=1}"
"604","text/tab-separated-values","[{org, 284}, {uk, 138}, {th, 39}, {de, 24}, {com, 17}, {gov, 16}, {re, 12}, {ca, 11}, {lv, 11}, {net, 10}, {edu, 8}]","{openslr.org=1, jensenlab.org=35, pangaea.de=18, cchmc.org=42, geneontology.org=4, scienceontheweb.net=1, ox.ac.uk=138, inetbio.org=10, glycosmos.org=9, ugent.be=2, jax.org=5, ucsc.edu=7, clinicalgenome.org=9, monarchinitiative.org=21, globalbioticinteractions.org=3, bco-dmo.org=6, novascotia.ca=3, dati.friuliveneziagiulia.it=1, bindingdb.org=2, cuni.cz=1, sake.re=12, wormbase.org=4, ibb.waw.pl=3, airports.go.th=2, zenodo.org=7, uni-koeln.de=5, dbd.go.th=35, broadinstitute.org=42, efantasy.gr=3, trca.ca=7, trade.gov=1, githubusercontent.com=5, cmi-pb.org=2, ccf.org=4, usda.gov=15, elda.org=2, sodha.be=2, infinitediversity.org=50, opendevelopmentmekong.net=3, ddlemb.com=1, data.gov.lv=11, encodeproject.org=2, planet4589.org=9, ontobee.org=4, planet4589.com=5, ziemann-lab.net=4, toyoda-eizi.net=2, data.gov.kg=2, ecogenomic.org=2, ki.se=2}"
"592","application/x-iso9660-image","[{com, 228}, {org, 135}, {it, 43}, {link, 21}, {de, 20}, {net, 14}, {fr, 12}, {es, 12}, {ug, 12}, {pl, 11}, {jp, 10}, {br, 6}, {tw, 6}, {ir, 6}, {kr, 5}, {fi, 5}, {one, 5}]","{rnp.br=2, uni-hannover.de=5, bsr.one=5, mirrorservice.org=11, lip6.fr=7, connesi.it=43, icm.edu.pl=10, openhandhelds.org=3, pejvakupdates.ir=6, nautile.nc=2, uvigo.es=8, freebsd.org=14, steadfast.net=4, tegrahost.com=2, kmutt.ac.th=4, pair.com=4, gifu-nct.ac.jp=10, acritox.com=3, epidata.dk=3, lyrahosting.com=4, funet.fi=5, fsmg.org.nz=2, cherryservers.com=8, crihan.fr=5, openpandora.org=45, xtom.de=4, mycloud.services=4, laptop.org=6, esecuredata.com=4, blix.com=4, ucu.ac.ug=12, tu-braunschweig.de=4, fau.de=4, usinternet.com=4, debian.org=36, linux.org.au=4, brbyte.com=3, iwinv.kr=5, netbsd.org=7, moon127.net=6, tngnet.com=39, ubuntu.com=126, ufpr.br=4, goprint2.com=5, unizar.es=4, linuxhub.link=21, tku.edu.tw=6, vim.org=5, mxrepo.com=7, c-wss.com=3}"
"583","application/rdf+xml","[{com, 125}, {jp, 86}, {ro, 62}, {org, 56}, {cat, 56}, {es, 47}, {it, 28}, {gov, 20}, {edu, 13}, {net, 12}, {eu, 10}, {us, 10}, {fr, 8}, {uk, 8}, {io, 6}, {ca, 6}, {de, 5}]","{jvn.jp=8, maryland.gov=4, tufts.edu=4, geneontology.org=6, berkeleybop.org=2, atwiki.jp=3, mit.edu=6, jcp-neyagawa.jp=2, proconsortium.org=3, austintexas.gov=3, cityofnewyork.us=10, goope.jp=10, illesbalearsqualitat.cat=45, finto.fi=2, snalsbrindisi.it=2, cacsc.net=2, berkeleybop.io=5, fatet.com=2, illesbalearsqualitat.com=31, childrensmercy.org=2, orphadata.com=9, novascotia.ca=2, europa.eu=8, oychicago.com=26, iowa.gov=2, balearweb.net=3, lirmm.fr=4, camden.gov.uk=3, transparenciacatalunya.cat=3, githubusercontent.com=18, semperfidelis.ro=62, vaneck.com=2, diba.cat=8, cityofchicago.org=16, istruzione.it=26, informingscience.org=2, opendatabizkaia.eus=2, ubc.ca=4, hikari-youchien.jp=2, buildingsmart.org=3, mcw.edu=3, idref.fr=2, cdc.gov=2, service.gov.uk=2, illesbalearsqualitat.es=45, ct.gov=2, cropontology.org=2, seesaa.net=4, maizegdb.org=2, distantreader.org=2}"
"570","application/x-sharedlib","[{org, 115}, {eu, 110}, {com, 70}, {dev, 63}, {edu, 54}, {net, 48}, {de, 19}, {cloud, 15}, {cn, 6}, {us, 5}, {io, 5}, {be, 5}]","{l4re.org=45, on.net=2, lukeshort.cloud=14, anarc.at=2, mit.edu=29, rasdaman.org=2, dxsolutions.org=2, wide.ad.jp=3, lynne.ee=4, ch-werner.de=14, freebsd.org=6, openbsd.org=6, toronto.edu=24, cantab.net=11, heptapod.net=26, bookbildr.com=4, virtualhere.com=2, funet.fi=4, colaianni.us=5, rexcontrols.com=5, mateu.be=5, chimera-linux.org=12, pi-hole.net=2, ifarchive.org=9, carlorraine.fr=2, uni-mainz.de=3, belen2000.org=3, pez.solutions=2, zapstore.dev=2, f4d3.io=3, sitsa.com.ar=4, swin.edu.au=2, opendrive.com=2, iwashere.eu=97, osuosl.org=2, debian.org=3, rudder.io=2, netbsd.org=5, anysql.net=5, logitechno.space=4, ku.ac.th=4, ubuntu.com=3, ipmsg.org.cn=2, ufpr.br=2, sdf.org=3, vim.org=7, bauerj.eu=13, appoptics.com=28, ajam.dev=60, celsoazevedo.com=3}"
"569","application/x-atf+xml","[{org, 569}]","{netbsd.org=569}"
"560","text/x-diff","[{org, 294}, {com, 144}, {co, 29}, {de, 15}, {se, 13}, {fr, 9}, {net, 9}]","{uni-hannover.de=2, uni-stuttgart.de=1, kpda.ru=4, tuwien.ac.at=3, alpinelinux.org=47, muni.cz=1, 1wt.eu=2, ditaajipratama.net=1, biotechvana.com=2, huggingface.co=29, freebsd.org=11, libguestfs.org=1, openjdk.org=1, xmda.de=1, kth.se=1, nluug.nl=2, orphadata.com=13, eaglercraft.rip=2, jrtechs.net=1, digdeo.fr=9, brokenco.de=1, amu.edu.pl=3, 0x0.st=2, llvm.org=4, resourcemap.com.cn=3, dyomedea.com=2, wordpress.org=11, uugrn.org=1, disroot.org=170, opensuse.org=5, areya.de=1, piratenpartei-sh.de=1, applefritter.com=8, wiebel.org=1, mo8it.com=1, kodesmart.com=11, netbsd.org=5, ubuntu.com=83, thebrokenrail.com=1, schatzkarten.net=1, vim.org=6, sheetjs.com=19, hft-stuttgart.de=3, iwm-tuebingen.de=1, ow2.org=15, linux.cz=1, aminet.net=1, etsi.org=4, gitbase.de=1, sunet.se=11}"
"526","application/gpx+xml","[{com, 151}, {de, 81}, {fr, 57}, {it, 35}, {ch, 28}, {one, 27}, {eu, 21}, {se, 17}, {cz, 13}, {ru, 12}, {at, 9}, {sk, 9}, {be, 7}, {org, 6}, {net, 6}]","{riccisportivi.it=3, yamareco.com=4, trail38.com=3, brig-simplon.ch=4, francevelotourisme.com=12, les21lacets.de=7, bttmanager.com=4, mcsmb.fr=9, gipfelkreuz.de=5, alpencross.biz=3, seetaltourismus.ch=4, claudioermanni.ch=7, usercontent.one=27, moskito.mk=3, zweiradlertouren.de=22, vrcholovka.cz=4, delphetedgsaventure.fr=5, nidwalden.com=4, backblazeb2.com=9, vallidelmonviso.it=8, dabbers.be=4, expemag.com=5, clarenville.ca=3, zerofujizero.org=3, valpineta.eu=18, maaljooger.de=6, jimcontent.com=40, vetroplachmagazin.sk=3, naturkartan-cdn.se=5, vttour.fr=17, sports-tracker.com=3, motoplus.nl=3, ammappalitalia.it=7, motoglobe.ch=8, harzinfo.de=4, pilgrimbrevet.se=4, marlenundferdi.at=5, eurovelo.com=17, alpenx-xl.de=4, katerinakost.ru=3, ecrins-parcnational.fr=5, vutbr.cz=6, caucasia.ru=3, fandemontagne.fr=12, cykloportal.sk=6, bankerheide.de=6, mytrekkingstories.com=3, sverigetempot.se=8, et4.de=7, isere-rando.com=4}"
"518","application/vnd.ms-cab-compressed","[{com, 246}, {org, 99}, {me, 45}, {net, 42}, {win, 39}, {info, 32}, {si, 7}]","{windowsupdate.com=67, richfit.com=2, dbhir.hu=1, theaveenstra.com=1, gwwilkins.org=69, developpez.com=1, lltskb.com=2, tigaer-design.com=1, chezmartine.com=1, wieweb.com=1, ayco.net=2, mir6.com=2, ms-vnext.net=35, themepack.me=45, mumble.info=32, barnowltrust.org.uk=1, nerd-o-mania.de=1, bayern.de=1, osgeo.org=10, fuibafuyu.net=2, ut-files.com=1, beijerelectronics.com=1, ijs.si=7, humenne.sk=3, themeraider.com=1, ekladata.com=1, vim.org=2, skinpacks.com=7, libreoffice.org=18, marpio.net=3, themes10.win=39, cloudme.com=1, arangodb.com=134, microsoft.com=21, actioncryptobot.com.br=1, electrongoo.com=1}"
"507","application/x-zim","[{de, 345}, {org, 157}]","{uni-erlangen.de=344, netbsd.org=99, xemacs.org=8, wikimedia.org=37, surfnet.nl=1, freebsd.org=13, iiab.io=4, fau.de=1}"
"498","application/x-stata-dta; version=14","[{org, 465}, {com, 13}, {eu, 6}]","{eac.gov=1, bostonfed.org=1, ulisboa.pt=1, euklems.eu=2, novafinance.pt=2, henrichgreve.com=1, ilo.org=450, columbia.edu=1, brightlinewatch.org=3, ucr.ac.cr=1, opportunityinsights.org=2, github.io=3, vdu.lt=1, csorwvu.com=1, kse.org.ua=1, refugeeresettlementdata.com=1, justinsavoie.com=1, stata-press.com=5, jeffmichler.com=3, gu.se=1, skku.edu=1, atlantafed.org=9, ark.ac.uk=1, chenzi-xu.com=1, eui.eu=4}"
"490","application/x-parquet","[{net, 389}, {ai, 56}, {org, 27}, {my, 7}]","{goeswhere.com=2, zenodo.org=1, data.gov.my=7, csvbase.com=1, seanoe.org=1, housingdata.app=2, cchmc.org=23, fema.gov=1, duckdb.org=1, cern.ch=1, laion.ai=56, wikimedia.org=1, flashbots.net=389, filecoindataportal.xyz=2, eurosfordocs.fr=2}"
"485","application/vnd.ms-pki.stl","[{com, 224}, {de, 42}, {fr, 27}, {jp, 22}, {io, 19}, {edu, 16}, {org, 13}, {at, 13}, {nl, 12}, {uk, 11}, {pl, 9}, {global, 9}, {br, 8}, {eu, 8}, {net, 8}, {ch, 5}, {uy, 5}]","{hs-wismar.de=2, arco.nl=9, wema.de=33, woi3d.com=38, victorvision.com.br=8, amazonaws.com=7, rdw.se=3, pvs.global=9, kamush.com=2, harvard.edu=13, fandaline.jp=17, prometall.at=5, chokunplayz.com=4, josh.earth=2, goengineer.com=2, tactiles.eu=7, opencad.fr=24, k6ura.net=4, g1-3d.uk=9, zenodo.org=3, osbornewood.com=2, futurumcareers.com=3, nccdn.net=2, argobuilder.com=5, jimcontent.com=3, githubusercontent.com=3, yasuda-u.ac.jp=4, spectrumfilaments.com=2, copenhagenbath.com=28, cid.edu.uy=5, hiddenbeauty.ch=4, zuidwestfm.nl=2, wikimedia.org=2, smarsfan.com=2, vorondesign.com=41, hackaday.io=14, 3d-scan.online=2, thegygers.com=3, norasci.com=2, stangyourself.com=2, yellow-bad-boy.com=15, e-mole.cz=2, fabcloud.io=4, arkko.com=2, asteroidmission.org=3, wikifab.org=2, sicat.com=7, kevsrobots.com=11, lerndinge.at=7, deante.pl=8}"
"480","application/vnd.ms-htmlhelp","[{net, 169}, {com, 138}, {org, 52}, {to, 21}, {ru, 17}, {fr, 17}, {de, 13}, {info, 10}, {it, 9}, {cn, 6}]","{nextfem.it=7, vcci.com.vn=2, qsinformatica.it=2, epac.to=21, dyqh.info=2, innovative.ca=2, anesis.com=1, oregonstate.edu=2, akrobit.de=3, phoenixpharma.bg=1, linkingvision.cn=2, litium.com=2, techmill.ru=2, ruby-china.com=67, medeo.ru=3, ghlsqh.com.cn=2, dotnetcharting.com=1, anim8or.com=2, microfocus.com=27, ifarchive.org=2, logintechnology.com=1, dicomobjects.com=2, marxists.org=1, xinac.net=6, dcc-moebel.org=2, lmi.net=1, arcgis.com=2, gamecentral.cz=1, python.org=9, princeton.edu=1, tejiegm.com=1, exontrol.net=2, pgsql.tech=2, zhongyibaodian.net=59, marxists.info=2, softwareverify.com=2, blichmann.eu=1, veracrypt.fr=13, sqlmanager.net=7, hamidaddin.net=2, ut-files.com=2, itadmins.net=89, heidenhain.de=9, jdmfsm.info=4, narod.ru=1, vim.org=35, zhongyibaodian.com=4, nordfxmalaysian.com=1, minsalud.gob.bo=1, flaterco.com=1}"
"455","application/vnd.google-earth.kml+xml","[{com, 146}, {mx, 27}, {org, 27}, {de, 22}, {fr, 20}, {in, 19}, {au, 18}, {edu, 18}, {it, 17}, {net, 14}, {nl, 11}, {uk, 11}, {ch, 10}, {eu, 9}, {re, 8}, {pt, 8}, {info, 8}, {gov, 7}, {ca, 6}, {ar, 5}, {es, 5}, {br, 5}]","{urbanemissions.info=5, dolomiti.org=3, wien.gv.at=3, tlcmap.org=2, opendata76.fr=6, uwyo.edu=8, hawaii.edu=4, fahrradreisen.de=2, opencity.in=18, dataplatform.nl=2, sardegnasentieri.it=4, lafeberhof.nl=5, gr-infos.com=3, yb.tl=2, novascotia.ca=3, usgs.gov=3, runmanager.net=3, guidevtt.com=5, nijmegen.nl=2, des.qld.gov.au=18, icnf.pt=4, opendevelopmentcambodia.net=2, enciclovida.mx=26, institutbiosphere.ch=8, blogabond.com=3, lundkvist.com=3, arcgis.com=53, onomichi-labo.net=5, noaa.gov=3, independent.gov.uk=2, decea.mil.br=4, inogs.it=4, copernicus.eu=6, brucemyers.com=2, geonet.org.nz=2, montpellier3m.fr=7, mysociety.org=6, bayern.de=3, fochville.org=2, cityofchicago.org=2, entrerios.gov.ar=3, doxyspotting.com=6, saintdenis.re=8, scraperbase.com=2, caucasia.ru=3, fandemontagne.fr=3, turyciclo.com=42, atcperugia1.it=3, pottoka.info=2, doogal.co.uk=5}"
"443","application/vnd.apple.keynote","[{org, 93}, {com, 72}, {net, 71}, {edu, 55}, {ch, 29}, {de, 25}, {jp, 9}, {io, 9}, {gov, 8}, {it, 8}, {ca, 8}, {dk, 6}, {info, 5}, {mx, 5}]","{danlebrero.com=2, uni-stuttgart.de=16, jick.net=6, formaciongasbi.com=2, heiko-etzold.de=4, mit.edu=27, wecanfigurethisout.org=7, mathed.page=2, ku.dk=5, apstatsmonkey.com=3, ischebeck.net=16, flatironinstitute.org=2, robertolalli.com=2, uahirise.org=6, toronto.edu=3, betterprojectsfaster.com=4, harvard.edu=7, eso.org=3, edafologia.net=4, montana.edu=2, sidc.be=4, jonbell.net=3, tifr.res.in=2, menog.org=2, tsf-church.com=4, hymnstogod.org=7, mhchem.org=3, mt-class.org=3, w65stchurchofchrist.com=9, u-tokyo.ac.jp=4, ipmu.jp=3, nasa.gov=6, dns-oarc.net=6, carlosprieto.mx=5, julianmichael.org=3, nazarene.org=5, github.io=7, smp.org=19, ripe.net=30, lowell.edu=5, eurekasauce.com=4, colonialindy.org=10, weebly.com=2, cern.ch=28, ubc.ca=6, esa.int=4, wsmoses.com=5, samsclass.info=2, reflectinghope.org=4, infn.it=6}"
"417","application/pgp-encrypted","[{eu, 346}, {de, 21}, {net, 16}, {br, 8}, {com, 6}, {org, 5}]","{sharkshead.com=1, bit-bots.de=1, osdn.net=2, cyberbits.eu=346, muni.cz=1, korelogic.com=2, cam.ac.uk=1, truenetwork.ru=1, osuosl.org=1, debian.org=1, bytemark.co.uk=3, hackaday.io=1, skewed.de=15, artfiles.org=1, garr.it=1, uni-frankfurt.de=1, netbsd.org=1, yandex.ru=1, wfr.software=1, i74.de=1, funet.fi=1, deepcastle.net=9, libelektra.org=1, audeme.com=1, ring.gr.jp=2, greeklug.gr=1, uni-tuebingen.de=1, netcologne.de=2, telepac.pt=1, pgp.net=3, blitzprax.com=2, bruceemmanuel.com.br=8, softpace.net=2}"
"415","text/x-php","[{de, 370}, {com, 35}, {org, 5}]","{aeiotu.com=13, erlebnisoberland.de=1, rtpsdm.org=2, mirrorservice.org=1, yoga-lava.com=4, mrguitarist.com=1, disneycentral.de=369, seymonautica.com=6, socialwalls.com=1, macports.org=1, chigeya.com=1, ntu.edu.tw=1, ninenorth.org=1, php.net=1, hostbyte.in=2, bestalba.com=1, ee-co.com=6, e5cms.ru=1, 018448.com=1, rtpsuryabro.com=1}"
"403","application/vnd.symbian.install","[{com, 399}]","{retroguru.com=2, beletrik.cz=1, opera.ru=2, lltskb.com=2, my5230.ru=1, operamini.com=27, opera.com=364, epsylon-lyrae.com=4}"
"396","application/vnd.oasis.opendocument.presentation","[{org, 77}, {com, 55}, {net, 35}, {fr, 33}, {tw, 25}, {uk, 20}, {ch, 15}, {de, 15}, {pl, 12}, {nl, 11}, {edu, 10}, {it, 8}, {gr, 6}, {es, 6}, {ca, 5}, {info, 5}]","{cafesciorl.com=3, bonifaz.ec=3, cdc.gov.tw=7, leichter-unterrichten.com=3, oracle.com=13, technet-21.org=9, fosdem.org=12, ncc.gov.tw=3, lingva.com=2, unifi.it=3, in2p3.fr=3, cvut.cz=3, billhowell.ca=4, testdebit.info=3, lugman.org=3, harvard.edu=6, kde.org=4, warpstock.org=2, moe.edu.tw=3, dijaski.net=21, nmcounties.org=2, unsa-education.org=3, gwdg.de=6, iescanpuig.com=3, u-tokyo.ac.jp=2, ejury.de=3, iz.sk=2, jimcontent.com=5, localdigital.gov.uk=2, jcyl.es=2, cam.ac.uk=6, april.org=2, indico.global=2, gvsig.org=3, kwlug.org=4, flosscon.org=2, numeriquoi.fr=5, isoc.nl=9, linuxaudio.org=2, anct.gouv.fr=4, w3.org=2, nutc.edu.tw=4, ens-lyon.fr=11, cern.ch=10, delaney.rocks=3, astrotux.org=2, jirovcovka.net=4, ntua.gr=2, mhchcm.edu.tw=3, hee.nhs.uk=4}"
"396","application/vnd.spotfire.sfs","[{ca, 188}, {net, 67}, {org, 56}, {cn, 44}, {edu, 24}, {nl, 12}]","{on.net=64, nchc.org.tw=1, vcu.edu=3, shinobar.net=3, nluug.nl=12, princeton.edu=21, myqcloud.com=1, sau.edu.cn=44, uwaterloo.ca=188, electron55.ru=2, ibiblio.org=22, freebsd.org=34, zultys.biz=1}"
"391","application/vnd.rn-realmedia","[{com, 188}, {net, 125}, {info, 36}, {org, 19}, {de, 7}, {nl, 5}]","{radio4all.net=1, kalemat.org=2, sh-yahia.net=1, archive.org=16, barsoomyat.com=1, nabeelalrefaei.com=31, chillertheatermemories.com=2, nogent-citoyen.com=5, alqayim.net=1, hussainiat.com=53, akaz.com=1, twoaspirinsandacomedy.com=1, stakian.com=1, buda.idv.tw=4, sangeet-bhuvan.com=2, motaghin.com=4, gmp-vmp.de=1, yellowhead.nl=1, icesailing.org=1, qurankarim.info=36, haidy.net=7, cinekball.pl=1, agdsn.de=5, calcionapolinews.eu=1, musicmorpher.com=1, jacynthe.ca=3, alathar.net=111, frenchdrop.com=2, fn.pl=1, elbeialy.com=9, asuscomm.com=30, alukah.net=4, klaaskoetje.nl=4, nquran.com=44, dhi.ac.uk=1, nato-tribunal.de=1, tellyourhistory.com=1}"
"387","application/x-dbf","[{ru, 215}, {it, 165}]","{portalesit.it=2, provincia.le.it=1, cattolica.net=1, gov.cz=2, gdf.gov.it=1, regione.piemonte.it=10, municipiumapp.it=9, curitiba.pr.gov.br=3, cazzago.bs.it=18, mit.edu=1, cittametropolitana.fi.it=4, polimi.it=1, dsu.toscana.it=2, comune.lucca.it=10, parchialpicozie.it=1, lusernetta.to.it=10, provincia.modena.it=2, bientina.pi.it=4, guarene.it=3, gualdo.mc.it=1, cittametropolitana.genova.it=2, trinita.cn.it=1, bacoli.na.it=1, nsd.ru=215, dunas.it=1, fiorano-modenese.mo.it=23, civicam.it=1, consorziocev.it=1, pontedellolio.pc.it=18, comune.genova.it=1, portoferraio.li.it=2, scalenghe.to.it=3, izsvenezie.it=3, forli.fc.it=2, lumezzane.bs.it=1, asptrapani.it=1, terzoicfrancavilla.edu.it=1, camisanovicentino.vi.it=2, porto-torres.ss.it=20, quartu.ca.it=1, sttholding.it=1}"
"375","application/mxf","[{org, 356}, {com, 13}]","{arching.at=1, xemacs.org=1, iau.org=1, sample-files-online.com=4, fragile-matt.de=1, fiveones.com=1, eso.org=351, rovid.nl=2, c360m.com=6, voestalpine.com=2, astroevents.no=1, epo.org=3, tse.jus.br=1}"
"332","application/mathematica","[{com, 218}, {house, 21}, {info, 16}, {hosting, 16}, {net, 10}, {edu, 9}, {tech, 6}, {org, 6}]","{itu.edu.tr=1, pq.hosting=16, vsys.cloud=1, mit.edu=3, githubusercontent.com=3, ambero.lv=3, rochester.edu=1, jaydaigle.net=8, mpg.de=2, cosmo-ufes.org=1, luc.edu=1, adrianosanna.com=1, untiredwithloving.org=1, typepad.com=1, aidanlawrence.com=1, kuroit.com=2, drorbn.net=2, imitator.fr=1, looking.house=21, amherst.edu=1, sbu.ac.ir=1, nottingham.ac.uk=1, mathematicaguidebooks.org=2, rulebasedintegration.org=1, healis.eu=1, hostworld.uk=1, treasuryfinance.com=1, theoryofeverything.org=1, washington.edu=2, caltech.edu=1, unios.hr=4, freerangecloud.com=3, uni-bamberg.de=1, x5x.tech=6, cuni.cz=1, romeny.info=16, maasoftware.ru=1, unimi.it=3, wolframcdn.com=7, ntua.gr=1, wolframcloud.com=151, arecontvision.com=2, bournemouth.ac.uk=1, wolfram.com=46}"
